query,start,end,day_count
(from:johnbradysf) OR (from:mannixflynn) OR (from:marcmacsharry) OR (from:marianharkin) OR (from:martinheydonfg) OR (from:maryloumcdonald) OR (from:mattcarthy) OR (from:mattiemcgrathtd) OR (from:mcconalogue) OR (from:mhealyrae) OR (from:michaelcolreavy) OR (from:creedcnw) OR (from:michealmartintd) OR (from:mitchelloconnor) OR (from:murphyeoghan) OR (from:nealerichmond) OR (from:niallcollinstd) OR (from:padraigmacl) OR (from:paschald) OR (from:patbreen1) OR (from:patburtonfg) OR (from:patdeeringfg) OR (from:pauldonnellysf) OR (from:campaign4kehoe) OR (from:paulmcauliffe) OR (from:paulmurphy_TD) OR (from:pearsedoherty) OR (from:peterburkefg) OR (from:podonovan) OR (from:rboydbarrett) OR (from:rebeccamoy) OR (from:reginado) OR (from:richardbrutontd) OR (from:roberttroytd) OR (from:roisinshortall) OR (from:ruairiquinntd) OR (from:seankynesenator) OR (from:seansherlocktd) OR (from:simoncoveney) OR (from:simonharristd) OR (from:thomaspringletd) OR (from:toibin1) OR (from:willieodealive) OR (from:chrisandrews64),2020-02-06T00:00:00.000Z,2020-02-07T00:00:00.000Z,263
(from:johnbradysf) OR (from:mannixflynn) OR (from:marcmacsharry) OR (from:marianharkin) OR (from:martinheydonfg) OR (from:maryloumcdonald) OR (from:mattcarthy) OR (from:mattiemcgrathtd) OR (from:mcconalogue) OR (from:mhealyrae) OR (from:michaelcolreavy) OR (from:creedcnw) OR (from:michealmartintd) OR (from:mitchelloconnor) OR (from:murphyeoghan) OR (from:nealerichmond) OR (from:niallcollinstd) OR (from:padraigmacl) OR (from:paschald) OR (from:patbreen1) OR (from:patburtonfg) OR (from:patdeeringfg) OR (from:pauldonnellysf) OR (from:campaign4kehoe) OR (from:paulmcauliffe) OR (from:paulmurphy_TD) OR (from:pearsedoherty) OR (from:peterburkefg) OR (from:podonovan) OR (from:rboydbarrett) OR (from:rebeccamoy) OR (from:reginado) OR (from:richardbrutontd) OR (from:roberttroytd) OR (from:roisinshortall) OR (from:ruairiquinntd) OR (from:seankynesenator) OR (from:seansherlocktd) OR (from:simoncoveney) OR (from:simonharristd) OR (from:thomaspringletd) OR (from:toibin1) OR (from:willieodealive) OR (from:chrisandrews64),2020-02-07T00:00:00.000Z,2020-02-08T00:00:00.000Z,243
(from:johnbradysf) OR (from:mannixflynn) OR (from:marcmacsharry) OR (from:marianharkin) OR (from:martinheydonfg) OR (from:maryloumcdonald) OR (from:mattcarthy) OR (from:mattiemcgrathtd) OR (from:mcconalogue) OR (from:mhealyrae) OR (from:michaelcolreavy) OR (from:creedcnw) OR (from:michealmartintd) OR (from:mitchelloconnor) OR (from:murphyeoghan) OR (from:nealerichmond) OR (from:niallcollinstd) OR (from:padraigmacl) OR (from:paschald) OR (from:patbreen1) OR (from:patburtonfg) OR (from:patdeeringfg) OR (from:pauldonnellysf) OR (from:campaign4kehoe) OR (from:paulmcauliffe) OR (from:paulmurphy_TD) OR (from:pearsedoherty) OR (from:peterburkefg) OR (from:podonovan) OR (from:rboydbarrett) OR (from:rebeccamoy) OR (from:reginado) OR (from:richardbrutontd) OR (from:roberttroytd) OR (from:roisinshortall) OR (from:ruairiquinntd) OR (from:seankynesenator) OR (from:seansherlocktd) OR (from:simoncoveney) OR (from:simonharristd) OR (from:thomaspringletd) OR (from:toibin1) OR (from:willieodealive) OR (from:chrisandrews64),2020-02-08T00:00:00.000Z,2020-02-09T00:00:00.000Z,340
(from:johnbradysf) OR (from:mannixflynn) OR (from:marcmacsharry) OR (from:marianharkin) OR (from:martinheydonfg) OR (from:maryloumcdonald) OR (from:mattcarthy) OR (from:mattiemcgrathtd) OR (from:mcconalogue) OR (from:mhealyrae) OR (from:michaelcolreavy) OR (from:creedcnw) OR (from:michealmartintd) OR (from:mitchelloconnor) OR (from:murphyeoghan) OR (from:nealerichmond) OR (from:niallcollinstd) OR (from:padraigmacl) OR (from:paschald) OR (from:patbreen1) OR (from:patburtonfg) OR (from:patdeeringfg) OR (from:pauldonnellysf) OR (from:campaign4kehoe) OR (from:paulmcauliffe) OR (from:paulmurphy_TD) OR (from:pearsedoherty) OR (from:peterburkefg) OR (from:podonovan) OR (from:rboydbarrett) OR (from:rebeccamoy) OR (from:reginado) OR (from:richardbrutontd) OR (from:roberttroytd) OR (from:roisinshortall) OR (from:ruairiquinntd) OR (from:seankynesenator) OR (from:seansherlocktd) OR (from:simoncoveney) OR (from:simonharristd) OR (from:thomaspringletd) OR (from:toibin1) OR (from:willieodealive) OR (from:chrisandrews64),2020-02-09T00:00:00.000Z,2020-02-10T00:00:00.000Z,154
(from:johnbradysf) OR (from:mannixflynn) OR (from:marcmacsharry) OR (from:marianharkin) OR (from:martinheydonfg) OR (from:maryloumcdonald) OR (from:mattcarthy) OR (from:mattiemcgrathtd) OR (from:mcconalogue) OR (from:mhealyrae) OR (from:michaelcolreavy) OR (from:creedcnw) OR (from:michealmartintd) OR (from:mitchelloconnor) OR (from:murphyeoghan) OR (from:nealerichmond) OR (from:niallcollinstd) OR (from:padraigmacl) OR (from:paschald) OR (from:patbreen1) OR (from:patburtonfg) OR (from:patdeeringfg) OR (from:pauldonnellysf) OR (from:campaign4kehoe) OR (from:paulmcauliffe) OR (from:paulmurphy_TD) OR (from:pearsedoherty) OR (from:peterburkefg) OR (from:podonovan) OR (from:rboydbarrett) OR (from:rebeccamoy) OR (from:reginado) OR (from:richardbrutontd) OR (from:roberttroytd) OR (from:roisinshortall) OR (from:ruairiquinntd) OR (from:seankynesenator) OR (from:seansherlocktd) OR (from:simoncoveney) OR (from:simonharristd) OR (from:thomaspringletd) OR (from:toibin1) OR (from:willieodealive) OR (from:chrisandrews64),2020-02-10T00:00:00.000Z,2020-02-11T00:00:00.000Z,161
(from:johnbradysf) OR (from:mannixflynn) OR (from:marcmacsharry) OR (from:marianharkin) OR (from:martinheydonfg) OR (from:maryloumcdonald) OR (from:mattcarthy) OR (from:mattiemcgrathtd) OR (from:mcconalogue) OR (from:mhealyrae) OR (from:michaelcolreavy) OR (from:creedcnw) OR (from:michealmartintd) OR (from:mitchelloconnor) OR (from:murphyeoghan) OR (from:nealerichmond) OR (from:niallcollinstd) OR (from:padraigmacl) OR (from:paschald) OR (from:patbreen1) OR (from:patburtonfg) OR (from:patdeeringfg) OR (from:pauldonnellysf) OR (from:campaign4kehoe) OR (from:paulmcauliffe) OR (from:paulmurphy_TD) OR (from:pearsedoherty) OR (from:peterburkefg) OR (from:podonovan) OR (from:rboydbarrett) OR (from:rebeccamoy) OR (from:reginado) OR (from:richardbrutontd) OR (from:roberttroytd) OR (from:roisinshortall) OR (from:ruairiquinntd) OR (from:seankynesenator) OR (from:seansherlocktd) OR (from:simoncoveney) OR (from:simonharristd) OR (from:thomaspringletd) OR (from:toibin1) OR (from:willieodealive) OR (from:chrisandrews64),2020-02-11T00:00:00.000Z,2020-02-12T00:00:00.000Z,102
(from:johnbradysf) OR (from:mannixflynn) OR (from:marcmacsharry) OR (from:marianharkin) OR (from:martinheydonfg) OR (from:maryloumcdonald) OR (from:mattcarthy) OR (from:mattiemcgrathtd) OR (from:mcconalogue) OR (from:mhealyrae) OR (from:michaelcolreavy) OR (from:creedcnw) OR (from:michealmartintd) OR (from:mitchelloconnor) OR (from:murphyeoghan) OR (from:nealerichmond) OR (from:niallcollinstd) OR (from:padraigmacl) OR (from:paschald) OR (from:patbreen1) OR (from:patburtonfg) OR (from:patdeeringfg) OR (from:pauldonnellysf) OR (from:campaign4kehoe) OR (from:paulmcauliffe) OR (from:paulmurphy_TD) OR (from:pearsedoherty) OR (from:peterburkefg) OR (from:podonovan) OR (from:rboydbarrett) OR (from:rebeccamoy) OR (from:reginado) OR (from:richardbrutontd) OR (from:roberttroytd) OR (from:roisinshortall) OR (from:ruairiquinntd) OR (from:seankynesenator) OR (from:seansherlocktd) OR (from:simoncoveney) OR (from:simonharristd) OR (from:thomaspringletd) OR (from:toibin1) OR (from:willieodealive) OR (from:chrisandrews64),2020-02-12T00:00:00.000Z,2020-02-13T00:00:00.000Z,108
(from:johnbradysf) OR (from:mannixflynn) OR (from:marcmacsharry) OR (from:marianharkin) OR (from:martinheydonfg) OR (from:maryloumcdonald) OR (from:mattcarthy) OR (from:mattiemcgrathtd) OR (from:mcconalogue) OR (from:mhealyrae) OR (from:michaelcolreavy) OR (from:creedcnw) OR (from:michealmartintd) OR (from:mitchelloconnor) OR (from:murphyeoghan) OR (from:nealerichmond) OR (from:niallcollinstd) OR (from:padraigmacl) OR (from:paschald) OR (from:patbreen1) OR (from:patburtonfg) OR (from:patdeeringfg) OR (from:pauldonnellysf) OR (from:campaign4kehoe) OR (from:paulmcauliffe) OR (from:paulmurphy_TD) OR (from:pearsedoherty) OR (from:peterburkefg) OR (from:podonovan) OR (from:rboydbarrett) OR (from:rebeccamoy) OR (from:reginado) OR (from:richardbrutontd) OR (from:roberttroytd) OR (from:roisinshortall) OR (from:ruairiquinntd) OR (from:seankynesenator) OR (from:seansherlocktd) OR (from:simoncoveney) OR (from:simonharristd) OR (from:thomaspringletd) OR (from:toibin1) OR (from:willieodealive) OR (from:chrisandrews64),2020-02-13T00:00:00.000Z,2020-02-14T00:00:00.000Z,109
(from:johnbradysf) OR (from:mannixflynn) OR (from:marcmacsharry) OR (from:marianharkin) OR (from:martinheydonfg) OR (from:maryloumcdonald) OR (from:mattcarthy) OR (from:mattiemcgrathtd) OR (from:mcconalogue) OR (from:mhealyrae) OR (from:michaelcolreavy) OR (from:creedcnw) OR (from:michealmartintd) OR (from:mitchelloconnor) OR (from:murphyeoghan) OR (from:nealerichmond) OR (from:niallcollinstd) OR (from:padraigmacl) OR (from:paschald) OR (from:patbreen1) OR (from:patburtonfg) OR (from:patdeeringfg) OR (from:pauldonnellysf) OR (from:campaign4kehoe) OR (from:paulmcauliffe) OR (from:paulmurphy_TD) OR (from:pearsedoherty) OR (from:peterburkefg) OR (from:podonovan) OR (from:rboydbarrett) OR (from:rebeccamoy) OR (from:reginado) OR (from:richardbrutontd) OR (from:roberttroytd) OR (from:roisinshortall) OR (from:ruairiquinntd) OR (from:seankynesenator) OR (from:seansherlocktd) OR (from:simoncoveney) OR (from:simonharristd) OR (from:thomaspringletd) OR (from:toibin1) OR (from:willieodealive) OR (from:chrisandrews64),2020-02-14T00:00:00.000Z,2020-02-15T00:00:00.000Z,97
(from:mickbarrytd) OR (from:berrycathal) OR (from:brophytalks) OR (from:jamesbrownetd) OR (from:browne4dail) OR (from:patbuckleysfme) OR (from:colmburketd) OR (from:marybutlertd) OR (from:thomasbyrnetd) OR (from:jackiecahillff) OR (from:hollycairnstd) OR (from:seancanney) OR (from:carrolljennifer) OR (from:jackfchambers) OR (from:sorcaclarke_td) OR (from:michaelc_ind_td) OR (from:conwaywalsh) OR (from:costellop) OR (from:readacronin) OR (from:cathalcrowetd) OR (from:seancrowetd) OR (from:alan_dillon) OR (from:fnduffy) OR (from:farrell_mairead) OR (from:michaelfitzmau1) OR (from:pfitzpatricktd) OR (from:joefla) OR (from:seanflemingtd) OR (from:normafoleytd1) OR (from:kathleensf1) OR (from:garygannontd) OR (from:thomasgouldsf) OR (from:johnnyguirke) OR (from:sean_haughey) OR (from:emerhigginstd) OR (from:neasa_neasa) OR (from:brendanhowlin) OR (from:hhumphreysfg) OR (from:ginosocialist) OR (from:martin_kenny) OR (from:clairekerrane) OR (from:johnlahart) OR (from:lawlessj) OR (from:brianleddin),2020-02-01T00:00:00.000Z,2020-02-02T00:00:00.000Z,146
(from:mickbarrytd) OR (from:berrycathal) OR (from:brophytalks) OR (from:jamesbrownetd) OR (from:browne4dail) OR (from:patbuckleysfme) OR (from:colmburketd) OR (from:marybutlertd) OR (from:thomasbyrnetd) OR (from:jackiecahillff) OR (from:hollycairnstd) OR (from:seancanney) OR (from:carrolljennifer) OR (from:jackfchambers) OR (from:sorcaclarke_td) OR (from:michaelc_ind_td) OR (from:conwaywalsh) OR (from:costellop) OR (from:readacronin) OR (from:cathalcrowetd) OR (from:seancrowetd) OR (from:alan_dillon) OR (from:fnduffy) OR (from:farrell_mairead) OR (from:michaelfitzmau1) OR (from:pfitzpatricktd) OR (from:joefla) OR (from:seanflemingtd) OR (from:normafoleytd1) OR (from:kathleensf1) OR (from:garygannontd) OR (from:thomasgouldsf) OR (from:johnnyguirke) OR (from:sean_haughey) OR (from:emerhigginstd) OR (from:neasa_neasa) OR (from:brendanhowlin) OR (from:hhumphreysfg) OR (from:ginosocialist) OR (from:martin_kenny) OR (from:clairekerrane) OR (from:johnlahart) OR (from:lawlessj) OR (from:brianleddin),2020-02-02T00:00:00.000Z,2020-02-03T00:00:00.000Z,126
(from:mickbarrytd) OR (from:berrycathal) OR (from:brophytalks) OR (from:jamesbrownetd) OR (from:browne4dail) OR (from:patbuckleysfme) OR (from:colmburketd) OR (from:marybutlertd) OR (from:thomasbyrnetd) OR (from:jackiecahillff) OR (from:hollycairnstd) OR (from:seancanney) OR (from:carrolljennifer) OR (from:jackfchambers) OR (from:sorcaclarke_td) OR (from:michaelc_ind_td) OR (from:conwaywalsh) OR (from:costellop) OR (from:readacronin) OR (from:cathalcrowetd) OR (from:seancrowetd) OR (from:alan_dillon) OR (from:fnduffy) OR (from:farrell_mairead) OR (from:michaelfitzmau1) OR (from:pfitzpatricktd) OR (from:joefla) OR (from:seanflemingtd) OR (from:normafoleytd1) OR (from:kathleensf1) OR (from:garygannontd) OR (from:thomasgouldsf) OR (from:johnnyguirke) OR (from:sean_haughey) OR (from:emerhigginstd) OR (from:neasa_neasa) OR (from:brendanhowlin) OR (from:hhumphreysfg) OR (from:ginosocialist) OR (from:martin_kenny) OR (from:clairekerrane) OR (from:johnlahart) OR (from:lawlessj) OR (from:brianleddin),2020-02-03T00:00:00.000Z,2020-02-04T00:00:00.000Z,146
(from:mickbarrytd) OR (from:berrycathal) OR (from:brophytalks) OR (from:jamesbrownetd) OR (from:browne4dail) OR (from:patbuckleysfme) OR (from:colmburketd) OR (from:marybutlertd) OR (from:thomasbyrnetd) OR (from:jackiecahillff) OR (from:hollycairnstd) OR (from:seancanney) OR (from:carrolljennifer) OR (from:jackfchambers) OR (from:sorcaclarke_td) OR (from:michaelc_ind_td) OR (from:conwaywalsh) OR (from:costellop) OR (from:readacronin) OR (from:cathalcrowetd) OR (from:seancrowetd) OR (from:alan_dillon) OR (from:fnduffy) OR (from:farrell_mairead) OR (from:michaelfitzmau1) OR (from:pfitzpatricktd) OR (from:joefla) OR (from:seanflemingtd) OR (from:normafoleytd1) OR (from:kathleensf1) OR (from:garygannontd) OR (from:thomasgouldsf) OR (from:johnnyguirke) OR (from:sean_haughey) OR (from:emerhigginstd) OR (from:neasa_neasa) OR (from:brendanhowlin) OR (from:hhumphreysfg) OR (from:ginosocialist) OR (from:martin_kenny) OR (from:clairekerrane) OR (from:johnlahart) OR (from:lawlessj) OR (from:brianleddin),2020-02-04T00:00:00.000Z,2020-02-05T00:00:00.000Z,195
(from:mickbarrytd) OR (from:berrycathal) OR (from:brophytalks) OR (from:jamesbrownetd) OR (from:browne4dail) OR (from:patbuckleysfme) OR (from:colmburketd) OR (from:marybutlertd) OR (from:thomasbyrnetd) OR (from:jackiecahillff) OR (from:hollycairnstd) OR (from:seancanney) OR (from:carrolljennifer) OR (from:jackfchambers) OR (from:sorcaclarke_td) OR (from:michaelc_ind_td) OR (from:conwaywalsh) OR (from:costellop) OR (from:readacronin) OR (from:cathalcrowetd) OR (from:seancrowetd) OR (from:alan_dillon) OR (from:fnduffy) OR (from:farrell_mairead) OR (from:michaelfitzmau1) OR (from:pfitzpatricktd) OR (from:joefla) OR (from:seanflemingtd) OR (from:normafoleytd1) OR (from:kathleensf1) OR (from:garygannontd) OR (from:thomasgouldsf) OR (from:johnnyguirke) OR (from:sean_haughey) OR (from:emerhigginstd) OR (from:neasa_neasa) OR (from:brendanhowlin) OR (from:hhumphreysfg) OR (from:ginosocialist) OR (from:martin_kenny) OR (from:clairekerrane) OR (from:johnlahart) OR (from:lawlessj) OR (from:brianleddin),2020-02-05T00:00:00.000Z,2020-02-06T00:00:00.000Z,151
(from:mickbarrytd) OR (from:berrycathal) OR (from:brophytalks) OR (from:jamesbrownetd) OR (from:browne4dail) OR (from:patbuckleysfme) OR (from:colmburketd) OR (from:marybutlertd) OR (from:thomasbyrnetd) OR (from:jackiecahillff) OR (from:hollycairnstd) OR (from:seancanney) OR (from:carrolljennifer) OR (from:jackfchambers) OR (from:sorcaclarke_td) OR (from:michaelc_ind_td) OR (from:conwaywalsh) OR (from:costellop) OR (from:readacronin) OR (from:cathalcrowetd) OR (from:seancrowetd) OR (from:alan_dillon) OR (from:fnduffy) OR (from:farrell_mairead) OR (from:michaelfitzmau1) OR (from:pfitzpatricktd) OR (from:joefla) OR (from:seanflemingtd) OR (from:normafoleytd1) OR (from:kathleensf1) OR (from:garygannontd) OR (from:thomasgouldsf) OR (from:johnnyguirke) OR (from:sean_haughey) OR (from:emerhigginstd) OR (from:neasa_neasa) OR (from:brendanhowlin) OR (from:hhumphreysfg) OR (from:ginosocialist) OR (from:martin_kenny) OR (from:clairekerrane) OR (from:johnlahart) OR (from:lawlessj) OR (from:brianleddin),2020-02-06T00:00:00.000Z,2020-02-07T00:00:00.000Z,179
(from:mickbarrytd) OR (from:berrycathal) OR (from:brophytalks) OR (from:jamesbrownetd) OR (from:browne4dail) OR (from:patbuckleysfme) OR (from:colmburketd) OR (from:marybutlertd) OR (from:thomasbyrnetd) OR (from:jackiecahillff) OR (from:hollycairnstd) OR (from:seancanney) OR (from:carrolljennifer) OR (from:jackfchambers) OR (from:sorcaclarke_td) OR (from:michaelc_ind_td) OR (from:conwaywalsh) OR (from:costellop) OR (from:readacronin) OR (from:cathalcrowetd) OR (from:seancrowetd) OR (from:alan_dillon) OR (from:fnduffy) OR (from:farrell_mairead) OR (from:michaelfitzmau1) OR (from:pfitzpatricktd) OR (from:joefla) OR (from:seanflemingtd) OR (from:normafoleytd1) OR (from:kathleensf1) OR (from:garygannontd) OR (from:thomasgouldsf) OR (from:johnnyguirke) OR (from:sean_haughey) OR (from:emerhigginstd) OR (from:neasa_neasa) OR (from:brendanhowlin) OR (from:hhumphreysfg) OR (from:ginosocialist) OR (from:martin_kenny) OR (from:clairekerrane) OR (from:johnlahart) OR (from:lawlessj) OR (from:brianleddin),2020-02-07T00:00:00.000Z,2020-02-08T00:00:00.000Z,234
(from:mickbarrytd) OR (from:berrycathal) OR (from:brophytalks) OR (from:jamesbrownetd) OR (from:browne4dail) OR (from:patbuckleysfme) OR (from:colmburketd) OR (from:marybutlertd) OR (from:thomasbyrnetd) OR (from:jackiecahillff) OR (from:hollycairnstd) OR (from:seancanney) OR (from:carrolljennifer) OR (from:jackfchambers) OR (from:sorcaclarke_td) OR (from:michaelc_ind_td) OR (from:conwaywalsh) OR (from:costellop) OR (from:readacronin) OR (from:cathalcrowetd) OR (from:seancrowetd) OR (from:alan_dillon) OR (from:fnduffy) OR (from:farrell_mairead) OR (from:michaelfitzmau1) OR (from:pfitzpatricktd) OR (from:joefla) OR (from:seanflemingtd) OR (from:normafoleytd1) OR (from:kathleensf1) OR (from:garygannontd) OR (from:thomasgouldsf) OR (from:johnnyguirke) OR (from:sean_haughey) OR (from:emerhigginstd) OR (from:neasa_neasa) OR (from:brendanhowlin) OR (from:hhumphreysfg) OR (from:ginosocialist) OR (from:martin_kenny) OR (from:clairekerrane) OR (from:johnlahart) OR (from:lawlessj) OR (from:brianleddin),2020-02-08T00:00:00.000Z,2020-02-09T00:00:00.000Z,354
(from:mickbarrytd) OR (from:berrycathal) OR (from:brophytalks) OR (from:jamesbrownetd) OR (from:browne4dail) OR (from:patbuckleysfme) OR (from:colmburketd) OR (from:marybutlertd) OR (from:thomasbyrnetd) OR (from:jackiecahillff) OR (from:hollycairnstd) OR (from:seancanney) OR (from:carrolljennifer) OR (from:jackfchambers) OR (from:sorcaclarke_td) OR (from:michaelc_ind_td) OR (from:conwaywalsh) OR (from:costellop) OR (from:readacronin) OR (from:cathalcrowetd) OR (from:seancrowetd) OR (from:alan_dillon) OR (from:fnduffy) OR (from:farrell_mairead) OR (from:michaelfitzmau1) OR (from:pfitzpatricktd) OR (from:joefla) OR (from:seanflemingtd) OR (from:normafoleytd1) OR (from:kathleensf1) OR (from:garygannontd) OR (from:thomasgouldsf) OR (from:johnnyguirke) OR (from:sean_haughey) OR (from:emerhigginstd) OR (from:neasa_neasa) OR (from:brendanhowlin) OR (from:hhumphreysfg) OR (from:ginosocialist) OR (from:martin_kenny) OR (from:clairekerrane) OR (from:johnlahart) OR (from:lawlessj) OR (from:brianleddin),2020-02-09T00:00:00.000Z,2020-02-10T00:00:00.000Z,84
(from:mickbarrytd) OR (from:berrycathal) OR (from:brophytalks) OR (from:jamesbrownetd) OR (from:browne4dail) OR (from:patbuckleysfme) OR (from:colmburketd) OR (from:marybutlertd) OR (from:thomasbyrnetd) OR (from:jackiecahillff) OR (from:hollycairnstd) OR (from:seancanney) OR (from:carrolljennifer) OR (from:jackfchambers) OR (from:sorcaclarke_td) OR (from:michaelc_ind_td) OR (from:conwaywalsh) OR (from:costellop) OR (from:readacronin) OR (from:cathalcrowetd) OR (from:seancrowetd) OR (from:alan_dillon) OR (from:fnduffy) OR (from:farrell_mairead) OR (from:michaelfitzmau1) OR (from:pfitzpatricktd) OR (from:joefla) OR (from:seanflemingtd) OR (from:normafoleytd1) OR (from:kathleensf1) OR (from:garygannontd) OR (from:thomasgouldsf) OR (from:johnnyguirke) OR (from:sean_haughey) OR (from:emerhigginstd) OR (from:neasa_neasa) OR (from:brendanhowlin) OR (from:hhumphreysfg) OR (from:ginosocialist) OR (from:martin_kenny) OR (from:clairekerrane) OR (from:johnlahart) OR (from:lawlessj) OR (from:brianleddin),2020-02-10T00:00:00.000Z,2020-02-11T00:00:00.000Z,153
