query,start,end,day_count
(from:mickbarrytd) OR (from:berrycathal) OR (from:brophytalks) OR (from:jamesbrownetd) OR (from:browne4dail) OR (from:patbuckleysfme) OR (from:colmburketd) OR (from:marybutlertd) OR (from:thomasbyrnetd) OR (from:jackiecahillff) OR (from:hollycairnstd) OR (from:seancanney) OR (from:carrolljennifer) OR (from:jackfchambers) OR (from:sorcaclarke_td) OR (from:michaelc_ind_td) OR (from:conwaywalsh) OR (from:costellop) OR (from:readacronin) OR (from:cathalcrowetd) OR (from:seancrowetd) OR (from:alan_dillon) OR (from:fnduffy) OR (from:farrell_mairead) OR (from:michaelfitzmau1) OR (from:pfitzpatricktd) OR (from:joefla) OR (from:seanflemingtd) OR (from:normafoleytd1) OR (from:kathleensf1) OR (from:garygannontd) OR (from:thomasgouldsf) OR (from:johnnyguirke) OR (from:sean_haughey) OR (from:emerhigginstd) OR (from:neasa_neasa) OR (from:brendanhowlin) OR (from:hhumphreysfg) OR (from:ginosocialist) OR (from:martin_kenny) OR (from:clairekerrane) OR (from:johnlahart) OR (from:lawlessj) OR (from:brianleddin),2020-02-11T00:00:00.000Z,2020-02-12T00:00:00.000Z,112
(from:mickbarrytd) OR (from:berrycathal) OR (from:brophytalks) OR (from:jamesbrownetd) OR (from:browne4dail) OR (from:patbuckleysfme) OR (from:colmburketd) OR (from:marybutlertd) OR (from:thomasbyrnetd) OR (from:jackiecahillff) OR (from:hollycairnstd) OR (from:seancanney) OR (from:carrolljennifer) OR (from:jackfchambers) OR (from:sorcaclarke_td) OR (from:michaelc_ind_td) OR (from:conwaywalsh) OR (from:costellop) OR (from:readacronin) OR (from:cathalcrowetd) OR (from:seancrowetd) OR (from:alan_dillon) OR (from:fnduffy) OR (from:farrell_mairead) OR (from:michaelfitzmau1) OR (from:pfitzpatricktd) OR (from:joefla) OR (from:seanflemingtd) OR (from:normafoleytd1) OR (from:kathleensf1) OR (from:garygannontd) OR (from:thomasgouldsf) OR (from:johnnyguirke) OR (from:sean_haughey) OR (from:emerhigginstd) OR (from:neasa_neasa) OR (from:brendanhowlin) OR (from:hhumphreysfg) OR (from:ginosocialist) OR (from:martin_kenny) OR (from:clairekerrane) OR (from:johnlahart) OR (from:lawlessj) OR (from:brianleddin),2020-02-12T00:00:00.000Z,2020-02-13T00:00:00.000Z,60
(from:mickbarrytd) OR (from:berrycathal) OR (from:brophytalks) OR (from:jamesbrownetd) OR (from:browne4dail) OR (from:patbuckleysfme) OR (from:colmburketd) OR (from:marybutlertd) OR (from:thomasbyrnetd) OR (from:jackiecahillff) OR (from:hollycairnstd) OR (from:seancanney) OR (from:carrolljennifer) OR (from:jackfchambers) OR (from:sorcaclarke_td) OR (from:michaelc_ind_td) OR (from:conwaywalsh) OR (from:costellop) OR (from:readacronin) OR (from:cathalcrowetd) OR (from:seancrowetd) OR (from:alan_dillon) OR (from:fnduffy) OR (from:farrell_mairead) OR (from:michaelfitzmau1) OR (from:pfitzpatricktd) OR (from:joefla) OR (from:seanflemingtd) OR (from:normafoleytd1) OR (from:kathleensf1) OR (from:garygannontd) OR (from:thomasgouldsf) OR (from:johnnyguirke) OR (from:sean_haughey) OR (from:emerhigginstd) OR (from:neasa_neasa) OR (from:brendanhowlin) OR (from:hhumphreysfg) OR (from:ginosocialist) OR (from:martin_kenny) OR (from:clairekerrane) OR (from:johnlahart) OR (from:lawlessj) OR (from:brianleddin),2020-02-13T00:00:00.000Z,2020-02-14T00:00:00.000Z,52
(from:mickbarrytd) OR (from:berrycathal) OR (from:brophytalks) OR (from:jamesbrownetd) OR (from:browne4dail) OR (from:patbuckleysfme) OR (from:colmburketd) OR (from:marybutlertd) OR (from:thomasbyrnetd) OR (from:jackiecahillff) OR (from:hollycairnstd) OR (from:seancanney) OR (from:carrolljennifer) OR (from:jackfchambers) OR (from:sorcaclarke_td) OR (from:michaelc_ind_td) OR (from:conwaywalsh) OR (from:costellop) OR (from:readacronin) OR (from:cathalcrowetd) OR (from:seancrowetd) OR (from:alan_dillon) OR (from:fnduffy) OR (from:farrell_mairead) OR (from:michaelfitzmau1) OR (from:pfitzpatricktd) OR (from:joefla) OR (from:seanflemingtd) OR (from:normafoleytd1) OR (from:kathleensf1) OR (from:garygannontd) OR (from:thomasgouldsf) OR (from:johnnyguirke) OR (from:sean_haughey) OR (from:emerhigginstd) OR (from:neasa_neasa) OR (from:brendanhowlin) OR (from:hhumphreysfg) OR (from:ginosocialist) OR (from:martin_kenny) OR (from:clairekerrane) OR (from:johnlahart) OR (from:lawlessj) OR (from:brianleddin),2020-02-14T00:00:00.000Z,2020-02-15T00:00:00.000Z,57
(from:michael_lowry) OR (from:josephamadigan) OR (from:cathmartingreen) OR (from:stevengreen1) OR (from:hmcentee) OR (from:mmcgrathtd) OR (from:mchughjoetd) OR (from:mimcnamaratd) OR (from:dmitchelltd) OR (from:aindriasmoynih1) OR (from:mmoynihantd) OR (from:imeldamunster) OR (from:jenmurnaneoconn) OR (from:veronamurphyind) OR (from:johnnymythensf) OR (from:cnolanoffaly) OR (from:noonan_malcolm) OR (from:darraghobrientd) OR (from:joefingalgreen) OR (from:ocallaghancian) OR (from:ocallaghanjim) OR (from:jamesoconnortd) OR (from:richardodonoghu) OR (from:rodericogorman) OR (from:loreillysf) OR (from:orourke_darren) OR (from:cosullivantd) OR (from:padraigosull) OR (from:jpphelan) OR (from:quinlivantd) OR (from:annerabbitte) OR (from:ryan_patricia) OR (from:mattshanahantd) OR (from:bridsmithtd) OR (from:duncansmithtd) OR (from:niamhsmythtd) OR (from:smytho) OR (from:brianstanleysf) OR (from:paulinetullytd) OR (from:leovaradkar) OR (from:wardy1916) OR (from:whitmorejen) OR (from:wynnetd) OR (from:eoinobroin),2020-02-01T00:00:00.000Z,2020-02-02T00:00:00.000Z,127
(from:michael_lowry) OR (from:josephamadigan) OR (from:cathmartingreen) OR (from:stevengreen1) OR (from:hmcentee) OR (from:mmcgrathtd) OR (from:mchughjoetd) OR (from:mimcnamaratd) OR (from:dmitchelltd) OR (from:aindriasmoynih1) OR (from:mmoynihantd) OR (from:imeldamunster) OR (from:jenmurnaneoconn) OR (from:veronamurphyind) OR (from:johnnymythensf) OR (from:cnolanoffaly) OR (from:noonan_malcolm) OR (from:darraghobrientd) OR (from:joefingalgreen) OR (from:ocallaghancian) OR (from:ocallaghanjim) OR (from:jamesoconnortd) OR (from:richardodonoghu) OR (from:rodericogorman) OR (from:loreillysf) OR (from:orourke_darren) OR (from:cosullivantd) OR (from:padraigosull) OR (from:jpphelan) OR (from:quinlivantd) OR (from:annerabbitte) OR (from:ryan_patricia) OR (from:mattshanahantd) OR (from:bridsmithtd) OR (from:duncansmithtd) OR (from:niamhsmythtd) OR (from:smytho) OR (from:brianstanleysf) OR (from:paulinetullytd) OR (from:leovaradkar) OR (from:wardy1916) OR (from:whitmorejen) OR (from:wynnetd) OR (from:eoinobroin),2020-02-02T00:00:00.000Z,2020-02-03T00:00:00.000Z,96
(from:michael_lowry) OR (from:josephamadigan) OR (from:cathmartingreen) OR (from:stevengreen1) OR (from:hmcentee) OR (from:mmcgrathtd) OR (from:mchughjoetd) OR (from:mimcnamaratd) OR (from:dmitchelltd) OR (from:aindriasmoynih1) OR (from:mmoynihantd) OR (from:imeldamunster) OR (from:jenmurnaneoconn) OR (from:veronamurphyind) OR (from:johnnymythensf) OR (from:cnolanoffaly) OR (from:noonan_malcolm) OR (from:darraghobrientd) OR (from:joefingalgreen) OR (from:ocallaghancian) OR (from:ocallaghanjim) OR (from:jamesoconnortd) OR (from:richardodonoghu) OR (from:rodericogorman) OR (from:loreillysf) OR (from:orourke_darren) OR (from:cosullivantd) OR (from:padraigosull) OR (from:jpphelan) OR (from:quinlivantd) OR (from:annerabbitte) OR (from:ryan_patricia) OR (from:mattshanahantd) OR (from:bridsmithtd) OR (from:duncansmithtd) OR (from:niamhsmythtd) OR (from:smytho) OR (from:brianstanleysf) OR (from:paulinetullytd) OR (from:leovaradkar) OR (from:wardy1916) OR (from:whitmorejen) OR (from:wynnetd) OR (from:eoinobroin),2020-02-03T00:00:00.000Z,2020-02-04T00:00:00.000Z,149
(from:michael_lowry) OR (from:josephamadigan) OR (from:cathmartingreen) OR (from:stevengreen1) OR (from:hmcentee) OR (from:mmcgrathtd) OR (from:mchughjoetd) OR (from:mimcnamaratd) OR (from:dmitchelltd) OR (from:aindriasmoynih1) OR (from:mmoynihantd) OR (from:imeldamunster) OR (from:jenmurnaneoconn) OR (from:veronamurphyind) OR (from:johnnymythensf) OR (from:cnolanoffaly) OR (from:noonan_malcolm) OR (from:darraghobrientd) OR (from:joefingalgreen) OR (from:ocallaghancian) OR (from:ocallaghanjim) OR (from:jamesoconnortd) OR (from:richardodonoghu) OR (from:rodericogorman) OR (from:loreillysf) OR (from:orourke_darren) OR (from:cosullivantd) OR (from:padraigosull) OR (from:jpphelan) OR (from:quinlivantd) OR (from:annerabbitte) OR (from:ryan_patricia) OR (from:mattshanahantd) OR (from:bridsmithtd) OR (from:duncansmithtd) OR (from:niamhsmythtd) OR (from:smytho) OR (from:brianstanleysf) OR (from:paulinetullytd) OR (from:leovaradkar) OR (from:wardy1916) OR (from:whitmorejen) OR (from:wynnetd) OR (from:eoinobroin),2020-02-04T00:00:00.000Z,2020-02-05T00:00:00.000Z,150
(from:michael_lowry) OR (from:josephamadigan) OR (from:cathmartingreen) OR (from:stevengreen1) OR (from:hmcentee) OR (from:mmcgrathtd) OR (from:mchughjoetd) OR (from:mimcnamaratd) OR (from:dmitchelltd) OR (from:aindriasmoynih1) OR (from:mmoynihantd) OR (from:imeldamunster) OR (from:jenmurnaneoconn) OR (from:veronamurphyind) OR (from:johnnymythensf) OR (from:cnolanoffaly) OR (from:noonan_malcolm) OR (from:darraghobrientd) OR (from:joefingalgreen) OR (from:ocallaghancian) OR (from:ocallaghanjim) OR (from:jamesoconnortd) OR (from:richardodonoghu) OR (from:rodericogorman) OR (from:loreillysf) OR (from:orourke_darren) OR (from:cosullivantd) OR (from:padraigosull) OR (from:jpphelan) OR (from:quinlivantd) OR (from:annerabbitte) OR (from:ryan_patricia) OR (from:mattshanahantd) OR (from:bridsmithtd) OR (from:duncansmithtd) OR (from:niamhsmythtd) OR (from:smytho) OR (from:brianstanleysf) OR (from:paulinetullytd) OR (from:leovaradkar) OR (from:wardy1916) OR (from:whitmorejen) OR (from:wynnetd) OR (from:eoinobroin),2020-02-05T00:00:00.000Z,2020-02-06T00:00:00.000Z,153
(from:michael_lowry) OR (from:josephamadigan) OR (from:cathmartingreen) OR (from:stevengreen1) OR (from:hmcentee) OR (from:mmcgrathtd) OR (from:mchughjoetd) OR (from:mimcnamaratd) OR (from:dmitchelltd) OR (from:aindriasmoynih1) OR (from:mmoynihantd) OR (from:imeldamunster) OR (from:jenmurnaneoconn) OR (from:veronamurphyind) OR (from:johnnymythensf) OR (from:cnolanoffaly) OR (from:noonan_malcolm) OR (from:darraghobrientd) OR (from:joefingalgreen) OR (from:ocallaghancian) OR (from:ocallaghanjim) OR (from:jamesoconnortd) OR (from:richardodonoghu) OR (from:rodericogorman) OR (from:loreillysf) OR (from:orourke_darren) OR (from:cosullivantd) OR (from:padraigosull) OR (from:jpphelan) OR (from:quinlivantd) OR (from:annerabbitte) OR (from:ryan_patricia) OR (from:mattshanahantd) OR (from:bridsmithtd) OR (from:duncansmithtd) OR (from:niamhsmythtd) OR (from:smytho) OR (from:brianstanleysf) OR (from:paulinetullytd) OR (from:leovaradkar) OR (from:wardy1916) OR (from:whitmorejen) OR (from:wynnetd) OR (from:eoinobroin),2020-02-06T00:00:00.000Z,2020-02-07T00:00:00.000Z,129
(from:michael_lowry) OR (from:josephamadigan) OR (from:cathmartingreen) OR (from:stevengreen1) OR (from:hmcentee) OR (from:mmcgrathtd) OR (from:mchughjoetd) OR (from:mimcnamaratd) OR (from:dmitchelltd) OR (from:aindriasmoynih1) OR (from:mmoynihantd) OR (from:imeldamunster) OR (from:jenmurnaneoconn) OR (from:veronamurphyind) OR (from:johnnymythensf) OR (from:cnolanoffaly) OR (from:noonan_malcolm) OR (from:darraghobrientd) OR (from:joefingalgreen) OR (from:ocallaghancian) OR (from:ocallaghanjim) OR (from:jamesoconnortd) OR (from:richardodonoghu) OR (from:rodericogorman) OR (from:loreillysf) OR (from:orourke_darren) OR (from:cosullivantd) OR (from:padraigosull) OR (from:jpphelan) OR (from:quinlivantd) OR (from:annerabbitte) OR (from:ryan_patricia) OR (from:mattshanahantd) OR (from:bridsmithtd) OR (from:duncansmithtd) OR (from:niamhsmythtd) OR (from:smytho) OR (from:brianstanleysf) OR (from:paulinetullytd) OR (from:leovaradkar) OR (from:wardy1916) OR (from:whitmorejen) OR (from:wynnetd) OR (from:eoinobroin),2020-02-07T00:00:00.000Z,2020-02-08T00:00:00.000Z,129
(from:michael_lowry) OR (from:josephamadigan) OR (from:cathmartingreen) OR (from:stevengreen1) OR (from:hmcentee) OR (from:mmcgrathtd) OR (from:mchughjoetd) OR (from:mimcnamaratd) OR (from:dmitchelltd) OR (from:aindriasmoynih1) OR (from:mmoynihantd) OR (from:imeldamunster) OR (from:jenmurnaneoconn) OR (from:veronamurphyind) OR (from:johnnymythensf) OR (from:cnolanoffaly) OR (from:noonan_malcolm) OR (from:darraghobrientd) OR (from:joefingalgreen) OR (from:ocallaghancian) OR (from:ocallaghanjim) OR (from:jamesoconnortd) OR (from:richardodonoghu) OR (from:rodericogorman) OR (from:loreillysf) OR (from:orourke_darren) OR (from:cosullivantd) OR (from:padraigosull) OR (from:jpphelan) OR (from:quinlivantd) OR (from:annerabbitte) OR (from:ryan_patricia) OR (from:mattshanahantd) OR (from:bridsmithtd) OR (from:duncansmithtd) OR (from:niamhsmythtd) OR (from:smytho) OR (from:brianstanleysf) OR (from:paulinetullytd) OR (from:leovaradkar) OR (from:wardy1916) OR (from:whitmorejen) OR (from:wynnetd) OR (from:eoinobroin),2020-02-08T00:00:00.000Z,2020-02-09T00:00:00.000Z,184
(from:michael_lowry) OR (from:josephamadigan) OR (from:cathmartingreen) OR (from:stevengreen1) OR (from:hmcentee) OR (from:mmcgrathtd) OR (from:mchughjoetd) OR (from:mimcnamaratd) OR (from:dmitchelltd) OR (from:aindriasmoynih1) OR (from:mmoynihantd) OR (from:imeldamunster) OR (from:jenmurnaneoconn) OR (from:veronamurphyind) OR (from:johnnymythensf) OR (from:cnolanoffaly) OR (from:noonan_malcolm) OR (from:darraghobrientd) OR (from:joefingalgreen) OR (from:ocallaghancian) OR (from:ocallaghanjim) OR (from:jamesoconnortd) OR (from:richardodonoghu) OR (from:rodericogorman) OR (from:loreillysf) OR (from:orourke_darren) OR (from:cosullivantd) OR (from:padraigosull) OR (from:jpphelan) OR (from:quinlivantd) OR (from:annerabbitte) OR (from:ryan_patricia) OR (from:mattshanahantd) OR (from:bridsmithtd) OR (from:duncansmithtd) OR (from:niamhsmythtd) OR (from:smytho) OR (from:brianstanleysf) OR (from:paulinetullytd) OR (from:leovaradkar) OR (from:wardy1916) OR (from:whitmorejen) OR (from:wynnetd) OR (from:eoinobroin),2020-02-09T00:00:00.000Z,2020-02-10T00:00:00.000Z,61
(from:michael_lowry) OR (from:josephamadigan) OR (from:cathmartingreen) OR (from:stevengreen1) OR (from:hmcentee) OR (from:mmcgrathtd) OR (from:mchughjoetd) OR (from:mimcnamaratd) OR (from:dmitchelltd) OR (from:aindriasmoynih1) OR (from:mmoynihantd) OR (from:imeldamunster) OR (from:jenmurnaneoconn) OR (from:veronamurphyind) OR (from:johnnymythensf) OR (from:cnolanoffaly) OR (from:noonan_malcolm) OR (from:darraghobrientd) OR (from:joefingalgreen) OR (from:ocallaghancian) OR (from:ocallaghanjim) OR (from:jamesoconnortd) OR (from:richardodonoghu) OR (from:rodericogorman) OR (from:loreillysf) OR (from:orourke_darren) OR (from:cosullivantd) OR (from:padraigosull) OR (from:jpphelan) OR (from:quinlivantd) OR (from:annerabbitte) OR (from:ryan_patricia) OR (from:mattshanahantd) OR (from:bridsmithtd) OR (from:duncansmithtd) OR (from:niamhsmythtd) OR (from:smytho) OR (from:brianstanleysf) OR (from:paulinetullytd) OR (from:leovaradkar) OR (from:wardy1916) OR (from:whitmorejen) OR (from:wynnetd) OR (from:eoinobroin),2020-02-10T00:00:00.000Z,2020-02-11T00:00:00.000Z,107
(from:michael_lowry) OR (from:josephamadigan) OR (from:cathmartingreen) OR (from:stevengreen1) OR (from:hmcentee) OR (from:mmcgrathtd) OR (from:mchughjoetd) OR (from:mimcnamaratd) OR (from:dmitchelltd) OR (from:aindriasmoynih1) OR (from:mmoynihantd) OR (from:imeldamunster) OR (from:jenmurnaneoconn) OR (from:veronamurphyind) OR (from:johnnymythensf) OR (from:cnolanoffaly) OR (from:noonan_malcolm) OR (from:darraghobrientd) OR (from:joefingalgreen) OR (from:ocallaghancian) OR (from:ocallaghanjim) OR (from:jamesoconnortd) OR (from:richardodonoghu) OR (from:rodericogorman) OR (from:loreillysf) OR (from:orourke_darren) OR (from:cosullivantd) OR (from:padraigosull) OR (from:jpphelan) OR (from:quinlivantd) OR (from:annerabbitte) OR (from:ryan_patricia) OR (from:mattshanahantd) OR (from:bridsmithtd) OR (from:duncansmithtd) OR (from:niamhsmythtd) OR (from:smytho) OR (from:brianstanleysf) OR (from:paulinetullytd) OR (from:leovaradkar) OR (from:wardy1916) OR (from:whitmorejen) OR (from:wynnetd) OR (from:eoinobroin),2020-02-11T00:00:00.000Z,2020-02-12T00:00:00.000Z,90
(from:michael_lowry) OR (from:josephamadigan) OR (from:cathmartingreen) OR (from:stevengreen1) OR (from:hmcentee) OR (from:mmcgrathtd) OR (from:mchughjoetd) OR (from:mimcnamaratd) OR (from:dmitchelltd) OR (from:aindriasmoynih1) OR (from:mmoynihantd) OR (from:imeldamunster) OR (from:jenmurnaneoconn) OR (from:veronamurphyind) OR (from:johnnymythensf) OR (from:cnolanoffaly) OR (from:noonan_malcolm) OR (from:darraghobrientd) OR (from:joefingalgreen) OR (from:ocallaghancian) OR (from:ocallaghanjim) OR (from:jamesoconnortd) OR (from:richardodonoghu) OR (from:rodericogorman) OR (from:loreillysf) OR (from:orourke_darren) OR (from:cosullivantd) OR (from:padraigosull) OR (from:jpphelan) OR (from:quinlivantd) OR (from:annerabbitte) OR (from:ryan_patricia) OR (from:mattshanahantd) OR (from:bridsmithtd) OR (from:duncansmithtd) OR (from:niamhsmythtd) OR (from:smytho) OR (from:brianstanleysf) OR (from:paulinetullytd) OR (from:leovaradkar) OR (from:wardy1916) OR (from:whitmorejen) OR (from:wynnetd) OR (from:eoinobroin),2020-02-12T00:00:00.000Z,2020-02-13T00:00:00.000Z,45
(from:michael_lowry) OR (from:josephamadigan) OR (from:cathmartingreen) OR (from:stevengreen1) OR (from:hmcentee) OR (from:mmcgrathtd) OR (from:mchughjoetd) OR (from:mimcnamaratd) OR (from:dmitchelltd) OR (from:aindriasmoynih1) OR (from:mmoynihantd) OR (from:imeldamunster) OR (from:jenmurnaneoconn) OR (from:veronamurphyind) OR (from:johnnymythensf) OR (from:cnolanoffaly) OR (from:noonan_malcolm) OR (from:darraghobrientd) OR (from:joefingalgreen) OR (from:ocallaghancian) OR (from:ocallaghanjim) OR (from:jamesoconnortd) OR (from:richardodonoghu) OR (from:rodericogorman) OR (from:loreillysf) OR (from:orourke_darren) OR (from:cosullivantd) OR (from:padraigosull) OR (from:jpphelan) OR (from:quinlivantd) OR (from:annerabbitte) OR (from:ryan_patricia) OR (from:mattshanahantd) OR (from:bridsmithtd) OR (from:duncansmithtd) OR (from:niamhsmythtd) OR (from:smytho) OR (from:brianstanleysf) OR (from:paulinetullytd) OR (from:leovaradkar) OR (from:wardy1916) OR (from:whitmorejen) OR (from:wynnetd) OR (from:eoinobroin),2020-02-13T00:00:00.000Z,2020-02-14T00:00:00.000Z,57
(from:michael_lowry) OR (from:josephamadigan) OR (from:cathmartingreen) OR (from:stevengreen1) OR (from:hmcentee) OR (from:mmcgrathtd) OR (from:mchughjoetd) OR (from:mimcnamaratd) OR (from:dmitchelltd) OR (from:aindriasmoynih1) OR (from:mmoynihantd) OR (from:imeldamunster) OR (from:jenmurnaneoconn) OR (from:veronamurphyind) OR (from:johnnymythensf) OR (from:cnolanoffaly) OR (from:noonan_malcolm) OR (from:darraghobrientd) OR (from:joefingalgreen) OR (from:ocallaghancian) OR (from:ocallaghanjim) OR (from:jamesoconnortd) OR (from:richardodonoghu) OR (from:rodericogorman) OR (from:loreillysf) OR (from:orourke_darren) OR (from:cosullivantd) OR (from:padraigosull) OR (from:jpphelan) OR (from:quinlivantd) OR (from:annerabbitte) OR (from:ryan_patricia) OR (from:mattshanahantd) OR (from:bridsmithtd) OR (from:duncansmithtd) OR (from:niamhsmythtd) OR (from:smytho) OR (from:brianstanleysf) OR (from:paulinetullytd) OR (from:leovaradkar) OR (from:wardy1916) OR (from:whitmorejen) OR (from:wynnetd) OR (from:eoinobroin),2020-02-14T00:00:00.000Z,2020-02-15T00:00:00.000Z,48
(from:marckc_green) OR (from:sofearghail_td) OR (from:donnchadhol) OR (from:romurchu),2020-02-01T00:00:00.000Z,2020-02-02T00:00:00.000Z,7
(from:marckc_green) OR (from:sofearghail_td) OR (from:donnchadhol) OR (from:romurchu),2020-02-02T00:00:00.000Z,2020-02-03T00:00:00.000Z,12
(from:marckc_green) OR (from:sofearghail_td) OR (from:donnchadhol) OR (from:romurchu),2020-02-03T00:00:00.000Z,2020-02-04T00:00:00.000Z,32
(from:marckc_green) OR (from:sofearghail_td) OR (from:donnchadhol) OR (from:romurchu),2020-02-04T00:00:00.000Z,2020-02-05T00:00:00.000Z,39
(from:marckc_green) OR (from:sofearghail_td) OR (from:donnchadhol) OR (from:romurchu),2020-02-05T00:00:00.000Z,2020-02-06T00:00:00.000Z,20
(from:marckc_green) OR (from:sofearghail_td) OR (from:donnchadhol) OR (from:romurchu),2020-02-06T00:00:00.000Z,2020-02-07T00:00:00.000Z,27
(from:marckc_green) OR (from:sofearghail_td) OR (from:donnchadhol) OR (from:romurchu),2020-02-07T00:00:00.000Z,2020-02-08T00:00:00.000Z,21
(from:marckc_green) OR (from:sofearghail_td) OR (from:donnchadhol) OR (from:romurchu),2020-02-08T00:00:00.000Z,2020-02-09T00:00:00.000Z,20
(from:marckc_green) OR (from:sofearghail_td) OR (from:donnchadhol) OR (from:romurchu),2020-02-09T00:00:00.000Z,2020-02-10T00:00:00.000Z,2
(from:marckc_green) OR (from:sofearghail_td) OR (from:donnchadhol) OR (from:romurchu),2020-02-10T00:00:00.000Z,2020-02-11T00:00:00.000Z,10
(from:marckc_green) OR (from:sofearghail_td) OR (from:donnchadhol) OR (from:romurchu),2020-02-11T00:00:00.000Z,2020-02-12T00:00:00.000Z,1
(from:marckc_green) OR (from:sofearghail_td) OR (from:donnchadhol) OR (from:romurchu),2020-02-12T00:00:00.000Z,2020-02-13T00:00:00.000Z,2
(from:marckc_green) OR (from:sofearghail_td) OR (from:donnchadhol) OR (from:romurchu),2020-02-13T00:00:00.000Z,2020-02-14T00:00:00.000Z,5
(from:marckc_green) OR (from:sofearghail_td) OR (from:donnchadhol) OR (from:romurchu),2020-02-14T00:00:00.000Z,2020-02-15T00:00:00.000Z,6
